大富翁数据中心_市场代码,证券代码,时间,最新,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
sz,000001,2016-01-04 13:02:28,11.6000,2,3456.0000,3.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,746,3497,1686,2033,4265,5,79,347,948,233
sz,000001,2016-01-04 13:02:31,11.6100,13,251520.0000,217.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6100,11.6200,11.6300,11.6500,11.6600,549,3497,1686,2033,4265,69,347,948,233,461
sz,000001,2016-01-04 13:02:34,11.6000,3,27840.0000,24.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,549,3497,1613,2033,4265,10,70,347,948,233
sz,000001,2016-01-04 13:02:37,11.6000,1,4672.0000,4.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,1030,3497,1613,2033,4265,16,73,347,948,233
sz,000001,2016-01-04 13:02:40,11.6000,2,9216.0000,8.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,1168,3497,1613,2033,4267,10,73,367,948,233
sz,000001,2016-01-04 13:02:43,11.6000,2,1152.0000,1.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,1235,3497,1613,2033,4267,9,58,367,16,233
sz,000001,2016-01-04 13:02:46,11.6000,3,31360.0000,27.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,1216,3537,1613,2033,4267,101,58,367,16,233
sz,000001,2016-01-04 13:02:49,11.6000,10,124032.0000,107.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,1119,3537,1613,2040,4267,91,83,367,16,233
sz,000001,2016-01-04 13:02:52,11.6000,4,49856.0000,43.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,1109,3537,1613,2040,4270,58,94,364,16,233
sz,000001,2016-01-04 13:02:55,11.5900,13,308792.0000,266.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6200,11.6300,11.6500,11.6600,11.6700,1151,3537,1613,2170,4274,268,16,233,611,587
sz,000001,2016-01-04 13:02:57,11.6000,3,59200.0000,51.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,150,1164,3537,1613,2170,268,16,22,611,587
sz,000001,2016-01-04 13:03:01,11.6000,12,302656.0000,261.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,284,1074,3537,1613,2170,268,16,22,611,587
sz,000001,2016-01-04 13:03:03,11.6000,2,59136.0000,51.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,243,1074,3537,1613,2170,268,16,22,611,587
sz,000001,2016-01-04 13:03:06,11.5900,38,1084032.0000,935.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6200,11.6300,11.6500,11.6600,11.6700,387,3537,1613,2190,4426,268,16,22,611,587
sz,000001,2016-01-04 13:03:11,11.6000,2,112512.0000,97.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,418,387,3540,1613,2190,259,16,349,611,587
sz,000001,2016-01-04 13:03:13,11.6000,1,26688.0000,23.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,508,387,3540,1613,2190,259,16,369,611,587
sz,000001,2016-01-04 13:03:21,11.6000,1,56832.0000,49.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,634,387,3540,1613,2190,150,259,166,382,611
sz,000001,2016-01-04 13:03:25,11.6100,1,2304.0000,2.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,674,387,3550,1613,2190,148,239,166,382,611
sz,000001,2016-01-04 13:03:28,11.6000,6,174720.0000,150.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,561,387,3550,1613,2190,140,239,166,382,611
sz,000001,2016-01-04 13:03:31,11.6100,1,5824.0000,5.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,561,387,3550,1613,2210,135,189,166,391,611
sz,000001,2016-01-04 13:03:34,11.6000,1,24320.0000,21.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,554,390,3550,1613,2210,135,189,166,391,611
sz,000001,2016-01-04 13:03:37,11.6000,2,11584.0000,10.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,544,390,3550,1613,2210,135,189,166,391,606
sz,000001,2016-01-04 13:03:40,11.6000,4,54528.0000,47.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,537,390,3560,1613,2210,125,189,166,391,606
sz,000001,2016-01-04 13:03:43,11.6000,2,2368.0000,2.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,546,390,3560,1613,2210,124,189,166,391,606
sz,000001,2016-01-04 13:03:46,11.6000,2,19712.0000,17.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,533,390,3560,1613,2210,120,189,166,391,606
sz,000001,2016-01-04 13:03:49,11.6100,2,82368.0000,71.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,468,403,3560,1613,2210,119,189,166,391,606
sz,000001,2016-01-04 13:03:53,11.6100,7,110656.0000,96.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,373,403,3560,1613,2204,118,189,166,411,606
sz,000001,2016-01-04 13:03:55,11.6000,1,1152.0000,1.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,372,403,3560,1613,2204,118,189,166,411,606
sz,000001,2016-01-04 13:03:58,11.6000,2,62656.0000,54.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,318,428,2560,1613,2206,118,189,166,411,606
sz,000001,2016-01-04 13:04:02,11.6000,3,54528.0000,47.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,299,428,2560,1613,2206,118,189,166,411,606
sz,000001,2016-01-04 13:04:07,11.6000,4,166336.0000,143.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,247,471,2560,1613,2206,27,189,166,411,606
sz,000001,2016-01-04 13:04:13,11.6000,7,75392.0000,65.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,258,571,2560,1621,2206,24,189,166,411,606
sz,000001,2016-01-04 13:04:15,11.6100,1,5760.0000,5.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,344,573,2560,1621,2206,39,189,166,411,616
sz,000001,2016-01-04 13:04:22,11.6100,2,15104.0000,13.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,372,573,2560,1621,2206,93,189,186,411,616
sz,000001,2016-01-04 13:04:25,11.6000,28,433536.0000,374.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,578,2550,1621,2206,4432,599,92,189,186,411
sz,000001,2016-01-04 13:04:28,11.5900,1,54400.0000,47.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,531,2550,1621,2206,4432,654,92,189,186,391
sz,000001,2016-01-04 13:04:31,11.6000,5,175168.0000,151.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,520,2550,1621,2206,4632,534,97,189,186,391
sz,000001,2016-01-04 13:04:34,11.5900,2,46400.0000,40.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,480,2550,1621,2206,4632,534,97,189,186,391
sz,000001,2016-01-04 13:04:38,11.6000,4,24320.0000,21.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,475,2550,1621,2206,4632,518,54,189,186,391
sz,000001,2016-01-04 13:04:40,11.6000,2,5760.0000,5.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,472,2550,1621,2199,4632,518,54,189,186,391
sz,000001,2016-01-04 13:04:43,11.6000,5,54528.0000,47.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,479,2550,1621,2199,4632,515,54,189,186,391
sz,000001,2016-01-04 13:04:46,11.6000,3,68416.0000,59.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,461,2550,1621,2199,4632,494,54,189,186,391
sz,000001,2016-01-04 13:04:49,11.6000,3,73088.0000,63.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,570,2560,1621,2199,4632,442,54,189,180,391
sz,000001,2016-01-04 13:04:52,11.6000,3,37120.0000,32.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,590,2570,1621,2199,4634,404,54,189,180,391
sz,000001,2016-01-04 13:04:54,11.6000,1,24384.0000,21.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,712,2570,1621,2199,4634,383,54,189,180,391
sz,000001,2016-01-04 13:04:58,11.6000,7,198144.0000,171.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,571,2570,1621,2199,4634,302,54,189,180,391
sz,000001,2016-01-04 13:05:01,11.6000,5,75392.0000,65.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,524,2570,1621,2199,4634,284,54,189,180,391
sz,000001,2016-01-04 13:05:04,11.6000,8,39296.0000,34.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,508,2580,1621,2199,4634,279,54,189,180,391
sz,000001,2016-01-04 13:05:07,11.5900,4,42880.0000,37.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,486,2580,1621,2199,4634,279,34,189,180,391
sz,000001,2016-01-04 13:05:09,11.6000,2,32448.0000,28.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,478,2583,1621,2199,4648,279,34,189,180,391
sz,000001,2016-01-04 13:05:13,11.6000,3,20928.0000,18.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,478,2593,1621,2199,4648,221,34,189,180,391
sz,000001,2016-01-04 13:05:15,11.6000,3,13888.0000,12.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,498,2608,1621,2199,4648,220,34,189,180,391
sz,000001,2016-01-04 13:05:19,11.5900,3,45184.0000,39.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,459,2608,1623,2199,4648,220,34,189,180,391
sz,000001,2016-01-04 13:05:21,11.5900,3,137984.0000,119.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,440,2608,1628,2199,4648,175,34,189,180,391
sz,000001,2016-01-04 13:05:25,11.5900,8,66240.0000,57.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,422,2608,1628,2199,4648,205,34,189,180,391
sz,000001,2016-01-04 13:05:28,11.5900,3,62592.0000,54.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,388,2608,1628,2199,4648,221,34,189,180,391
sz,000001,2016-01-04 13:05:31,11.5900,4,88128.0000,76.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,352,2608,1628,2199,4652,196,34,189,180,391
sz,000001,2016-01-04 13:05:34,11.5900,4,38272.0000,33.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,344,2608,1628,2199,4652,194,34,189,180,391
sz,000001,2016-01-04 13:05:37,11.6000,7,174272.0000,150.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,224,2608,1628,2204,4652,174,34,179,180,391
sz,000001,2016-01-04 13:05:43,11.5900,11,229440.0000,198.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,133,2598,1628,2201,4652,75,34,179,180,391
sz,000001,2016-01-04 13:05:46,11.5900,1,5824.0000,5.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,168,2598,1628,2206,4652,295,34,179,180,391
sz,000001,2016-01-04 13:05:49,11.5900,10,115904.0000,100.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,81,2598,1792,2206,4652,295,34,179,180,64
sz,000001,2016-01-04 13:05:52,11.5800,20,207424.0000,179.0000,S,11.5800,11.5700,11.5600,11.5500,11.5400,11.6000,11.6100,11.6200,11.6300,11.6500,2554,1792,2206,4662,830,242,34,179,180,64
sz,000001,2016-01-04 13:05:58,11.5800,3,66048.0000,57.0000,S,11.5800,11.5700,11.5600,11.5500,11.5400,11.5900,11.6000,11.6100,11.6200,11.6300,2511,1792,2201,4668,830,45,238,34,179,180
sz,000001,2016-01-04 13:06:01,11.5900,6,99904.0000,86.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,307,2486,1792,2201,4668,238,64,179,180,64
sz,000001,2016-01-04 13:06:04,11.5900,1,47552.0000,41.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,274,2486,1792,2211,4720,238,64,179,180,64
sz,000001,2016-01-04 13:06:07,11.6000,2,3456.0000,3.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,274,2511,1792,2211,4720,235,64,179,180,64
sz,000001,2016-01-04 13:06:10,11.6000,2,33408.0000,29.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,571,2513,1795,2211,4720,228,64,179,180,64
sz,000001,2016-01-04 13:06:14,11.6000,1,3520.0000,3.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,582,2513,1795,2211,4718,225,64,179,180,64
sz,000001,2016-01-04 13:06:17,11.6000,6,302528.0000,261.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,455,2523,1795,2211,4722,216,64,179,180,64
sz,000001,2016-01-04 13:06:19,11.6000,3,16000.0000,14.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,443,2523,1795,2211,4722,215,64,226,180,64
sz,000001,2016-01-04 13:06:23,11.6000,5,67328.0000,58.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,450,2523,1795,2221,4722,157,64,226,180,64
sz,000001,2016-01-04 13:06:25,11.5900,8,150080.0000,129.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,385,2523,1795,2221,4722,294,391,226,180,64
sz,000001,2016-01-04 13:06:28,11.5900,7,219136.0000,189.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,298,2533,1795,2221,4722,194,391,226,180,64
sz,000001,2016-01-04 13:06:31,11.6000,3,129920.0000,112.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,895,2543,1795,2221,4722,82,391,226,180,64
sz,000001,2016-01-04 13:06:34,11.6000,6,168256.0000,145.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,807,2543,1795,2221,4722,25,391,226,180,64
sz,000001,2016-01-04 13:06:37,11.6000,12,176256.0000,152.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,684,2543,1795,2221,4722,38,391,226,180,64
sz,000001,2016-01-04 13:06:40,11.6000,3,60672.0000,53.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,447,684,2543,1795,2221,391,226,180,64,616
sz,000001,2016-01-04 13:06:44,11.6000,1,12992.0000,11.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,436,709,2543,1795,2221,367,226,180,64,616
sz,000001,2016-01-04 13:06:46,11.6000,1,11584.0000,10.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,446,739,2552,1795,2221,367,226,180,64,616
sz,000001,2016-01-04 13:06:49,11.6100,6,205440.0000,177.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,930,739,2562,1795,2221,249,226,180,64,616
sz,000001,2016-01-04 13:06:52,11.6000,2,6656.0000,6.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,1059,964,2560,1795,2221,248,226,180,66,616
sz,000001,2016-01-04 13:06:54,11.6100,4,35968.0000,31.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,1035,964,2560,1795,2221,241,226,180,66,616
sz,000001,2016-01-04 13:06:58,11.6000,3,76544.0000,66.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,975,974,2560,1795,2221,241,226,180,66,616
sz,000001,2016-01-04 13:07:01,11.6000,1,41728.0000,36.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,939,207,2580,1795,2221,241,226,180,66,616
sz,000001,2016-01-04 13:07:04,11.6100,3,38336.0000,33.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,932,217,2578,1795,2221,215,226,180,94,616
sz,000001,2016-01-04 13:07:08,11.6100,2,17408.0000,15.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,924,210,2578,1795,2221,210,226,180,102,616
sz,000001,2016-01-04 13:07:10,11.6000,1,48704.0000,42.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,892,227,2558,1795,2221,233,226,180,102,616
sz,000001,2016-01-04 13:07:14,11.6100,5,142784.0000,123.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,897,232,2558,1795,2221,111,226,180,107,616
sz,000001,2016-01-04 13:07:16,11.6100,1,17472.0000,15.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,957,237,2558,1795,2221,97,226,180,125,616
sz,000001,2016-01-04 13:07:19,11.6100,3,32448.0000,28.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,957,247,2560,1800,2221,69,226,180,125,616
sz,000001,2016-01-04 13:07:23,11.6000,5,84160.0000,72.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,916,245,2653,1800,2221,68,226,180,125,616
sz,000001,2016-01-04 13:07:26,11.6100,3,78912.0000,68.0000,B,11.6100,11.6000,11.5900,11.5800,11.5700,11.6200,11.6300,11.6500,11.6600,11.6700,34,919,246,2653,1800,226,180,125,616,587
sz,000001,2016-01-04 13:07:28,11.6100,2,10432.0000,9.0000,S,11.6100,11.6000,11.5900,11.5800,11.5700,11.6200,11.6300,11.6500,11.6600,11.6700,35,939,246,2653,1800,226,180,125,616,587
sz,000001,2016-01-04 13:07:31,11.6000,4,55744.0000,48.0000,S,11.6100,11.6000,11.5900,11.5800,11.5700,11.6200,11.6300,11.6500,11.6600,11.6700,105,928,246,2663,1795,226,180,155,616,587
sz,000001,2016-01-04 13:07:35,11.6000,9,362048.0000,312.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,724,246,2663,1795,2229,5,226,180,155,616
sz,000001,2016-01-04 13:07:37,11.6100,8,655360.0000,565.0000,B,11.6100,11.6000,11.5900,11.5800,11.5700,11.6200,11.6300,11.6500,11.6600,11.6700,55,138,251,2663,1795,226,180,155,616,587
sz,000001,2016-01-04 13:07:40,11.6000,8,159040.0000,137.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,109,261,2663,1795,2239,226,180,155,616,587
sz,000001,2016-01-04 13:07:43,11.6200,8,134656.0000,116.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,42,261,2653,1795,2239,186,180,155,616,587
sz,000001,2016-01-04 13:07:46,11.6000,9,51008.0000,44.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,28,261,2653,1795,2242,186,180,155,616,587
sz,000001,2016-01-04 13:07:55,11.6000,5,46400.0000,40.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,9,252,2673,1795,2272,4,241,180,155,616
sz,000001,2016-01-04 13:07:58,11.6000,4,11648.0000,10.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6200,11.6300,11.6500,11.6600,11.6700,24,262,2673,1795,2272,241,180,142,616,587
sz,000001,2016-01-04 13:08:01,11.5900,6,54464.0000,47.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,241,2673,1795,2272,4513,40,277,260,180,142
sz,000001,2016-01-04 13:08:04,11.6000,5,313472.0000,270.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,241,2673,1795,2272,4513,55,48,260,180,142
sz,000001,2016-01-04 13:08:07,11.6000,28,320768.0000,277.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,18,2693,1795,2272,4513,49,48,260,180,142
sz,000001,2016-01-04 13:08:11,11.6000,8,111360.0000,96.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,18,2693,1795,2272,4513,910,47,264,180,162
sz,000001,2016-01-04 13:08:13,11.6000,3,19712.0000,17.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,18,2693,1795,2277,4513,893,47,264,180,162
sz,000001,2016-01-04 13:08:16,11.5900,3,156544.0000,135.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,3,2693,1795,2277,4513,811,47,264,186,192
sz,000001,2016-01-04 13:08:23,11.6000,4,236672.0000,204.0000,B,11.5800,11.5700,11.5600,11.5500,11.5400,11.6000,11.6100,11.6200,11.6300,11.6500,2689,1795,2277,4513,830,727,47,264,186,192
sz,000001,2016-01-04 13:08:25,11.5900,2,15040.0000,13.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,16,2734,1795,2277,4513,718,47,214,186,192
sz,000001,2016-01-04 13:08:27,11.5800,8,56776.0000,49.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,17,2712,1795,2277,4513,713,55,214,186,192
sz,000001,2016-01-04 13:08:31,11.5900,8,81152.0000,70.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,14,2682,1795,2277,4513,694,55,214,186,192
sz,000001,2016-01-04 13:08:34,11.5900,6,39424.0000,34.0000,S,11.5800,11.5700,11.5600,11.5500,11.5400,11.5900,11.6000,11.6100,11.6200,11.6300,2713,1795,2277,4516,830,40,690,55,214,186
sz,000001,2016-01-04 13:08:37,11.5900,1,46336.0000,40.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,60,2711,1795,2277,4516,699,55,214,186,192
sz,000001,2016-01-04 13:08:41,11.6000,8,717952.0000,619.0000,B,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,76,2711,1805,2277,4516,172,55,214,186,192
sz,000001,2016-01-04 13:08:43,11.5900,4,66048.0000,57.0000,S,11.5900,11.5800,11.5700,11.5600,11.5500,11.6000,11.6100,11.6200,11.6300,11.6500,24,2711,1805,2277,4516,172,55,214,186,201
sz,000001,2016-01-04 13:08:46,11.6000,9,238016.0000,205.0000,B,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,818,20,2711,1805,2277,58,214,186,201,616
sz,000001,2016-01-04 13:08:49,11.6000,1,45248.0000,39.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,784,20,2714,1805,2277,60,214,186,201,616
sz,000001,2016-01-04 13:08:52,11.6000,2,8128.0000,7.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,783,22,2714,2305,2277,62,214,186,201,616
sz,000001,2016-01-04 13:08:55,11.6000,1,116032.0000,100.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,683,54,2716,2305,2277,62,214,186,201,616
sz,000001,2016-01-04 13:08:57,11.6000,3,598528.0000,516.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,167,61,2716,2305,2277,82,214,186,201,616
sz,000001,2016-01-04 13:09:01,11.6000,11,220416.0000,190.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,101,261,2718,2305,2277,82,214,186,201,616
sz,000001,2016-01-04 13:09:04,11.6000,2,90496.0000,78.0000,S,11.6000,11.5900,11.5800,11.5700,11.5600,11.6100,11.6200,11.6300,11.6500,11.6600,23,291,2718,2305,2277,82,214,186,171,616
