大富翁数据中心_市场代码,证券代码,时间,最新,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
sz,000001,2016-01-04 09:25:00,12.0000,120,2526000.0000,2105.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,808,4448,563,81,386,28,30,1173,35,6285
sz,000001,2016-01-04 09:30:01,12.0200,29,542413.0000,451.0000,B,12.0200,12.0000,11.9900,11.9800,11.9700,12.0300,12.0400,12.0500,12.0600,12.0700,33,1223,4561,513,81,1119,1020,6305,155,278
sz,000001,2016-01-04 09:30:04,12.0200,83,2053839.0000,1711.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,9,1379,4768,1261,445,2974,1137,3355,6360,155
sz,000001,2016-01-04 09:30:07,12.0100,2,90075.0000,75.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,6,1379,4768,1261,445,3500,1137,3355,6360,155
sz,000001,2016-01-04 09:30:15,12.0000,19,823240.0000,686.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,2,733,4768,1261,445,3550,1137,3367,6360,155
sz,000001,2016-01-04 09:30:18,12.0000,6,25202.0000,21.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0200,12.0300,12.0400,12.0500,12.0600,714,4768,1261,445,466,3562,1137,3367,6360,155
sz,000001,2016-01-04 09:30:22,12.0000,7,39600.0000,33.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,685,4768,1261,445,466,81,3562,1137,3367,6360
sz,000001,2016-01-04 09:30:25,12.0000,2,16800.0000,14.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,673,4768,1261,445,466,81,3562,1137,2867,6360
sz,000001,2016-01-04 09:30:28,12.0000,1,24000.0000,20.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,653,4768,1261,445,466,105,3634,1137,2867,5652
sz,000001,2016-01-04 09:30:31,12.0000,2,49210.0000,41.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,622,4768,1251,445,466,260,3584,1137,2797,5663
sz,000001,2016-01-04 09:30:34,12.0000,4,55230.0000,46.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,606,4768,1251,445,466,930,3584,1137,2797,5663
sz,000001,2016-01-04 09:30:37,12.0100,35,933468.0000,778.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,4616,1251,445,466,1832,101,745,3552,1137,2297
sz,000001,2016-01-04 09:30:39,12.0000,10,202635.0000,169.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,4451,1251,445,466,1832,97,791,3552,1137,2297
sz,000001,2016-01-04 09:30:43,12.0000,3,148750.0000,124.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,4400,1251,445,486,1832,371,791,3552,1137,2297
sz,000001,2016-01-04 09:30:49,11.9900,8,317780.0000,265.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,4180,745,445,486,1855,5453,874,3552,1137,2297
sz,000001,2016-01-04 09:30:55,12.0000,6,312965.0000,261.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,3945,745,445,485,1855,5953,874,3552,1137,2297
sz,000001,2016-01-04 09:30:58,11.9900,3,123498.0000,103.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,3843,745,445,485,1855,5952,874,3552,1137,2297
sz,000001,2016-01-04 09:31:01,11.9900,33,4668285.0000,3893.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,752,435,485,1855,55,573,6022,874,3552,1137
sz,000001,2016-01-04 09:31:02,11.9900,9,208575.0000,174.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,701,435,486,1855,55,450,6022,874,3552,1129
sz,000001,2016-01-04 09:31:07,11.9800,6,58726.0000,49.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,686,435,486,1855,55,1543,6075,1379,3552,1129
sz,000001,2016-01-04 09:31:10,11.9800,3,33552.0000,28.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,666,435,486,1861,55,1535,6075,1379,3552,1129
sz,000001,2016-01-04 09:31:15,11.9800,11,192878.0000,161.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,476,435,501,1911,55,1648,6075,679,3552,1129
sz,000001,2016-01-04 09:31:19,11.9800,3,207275.0000,173.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,324,435,501,1911,55,1627,6073,679,3552,1129
sz,000001,2016-01-04 09:31:22,11.9700,16,517506.0000,432.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9900,12.0000,12.0100,12.0200,12.0300,366,501,1911,55,321,1588,5549,609,3552,1129
sz,000001,2016-01-04 09:31:27,11.9800,3,123394.0000,103.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,336,494,1971,55,571,242,1588,5474,609,3552
sz,000001,2016-01-04 09:31:31,11.9800,1,1198.0000,1.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,336,494,1794,55,571,241,1590,5474,609,3552
sz,000001,2016-01-04 09:31:34,11.9700,7,217854.0000,182.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,154,1494,1794,55,571,263,1577,5474,609,3552
sz,000001,2016-01-04 09:31:37,11.9600,17,287194.0000,240.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1429,1794,55,571,1143,1200,473,1577,5476,609
sz,000001,2016-01-04 09:31:40,11.9600,2,634380.0000,530.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1401,1806,55,574,1143,800,473,1577,5476,609
sz,000001,2016-01-04 09:31:42,11.9700,2,29925.0000,25.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1401,1806,55,574,1143,775,473,1577,5476,609
sz,000001,2016-01-04 09:31:45,11.9700,3,319599.0000,267.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1401,1806,55,574,1143,553,232,1577,5482,609
sz,000001,2016-01-04 09:31:49,11.9700,5,73017.0000,61.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1401,1806,55,574,1143,492,232,1377,5490,609
sz,000001,2016-01-04 09:31:52,11.9600,1,35880.0000,30.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1379,1796,55,580,1193,492,232,1377,5490,609
sz,000001,2016-01-04 09:31:55,11.9600,6,129183.0000,108.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1321,1797,55,580,1193,477,222,1377,5490,609
sz,000001,2016-01-04 09:31:58,11.9700,3,59820.0000,50.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1306,1807,85,580,1193,457,222,1377,5490,609
sz,000001,2016-01-04 09:32:01,11.9700,6,240547.0000,201.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1256,1822,85,590,4289,306,222,1375,5490,609
sz,000001,2016-01-04 09:32:04,11.9700,22,370913.0000,310.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1141,1832,86,696,4289,143,222,1375,5490,609
sz,000001,2016-01-04 09:32:07,11.9800,10,802710.0000,671.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,33,661,1832,86,701,212,1375,5490,609,1573
sz,000001,2016-01-04 09:32:16,11.9700,8,281296.0000,235.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,483,671,1852,101,732,261,1375,5510,681,1573
sz,000001,2016-01-04 09:32:22,11.9800,7,173598.0000,145.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,432,707,1852,101,772,228,907,5510,681,1573
sz,000001,2016-01-04 09:32:25,11.9700,2,95760.0000,80.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,362,737,1852,101,796,253,907,5510,681,1573
sz,000001,2016-01-04 09:32:28,11.9700,1,2394.0000,2.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,587,707,1862,101,796,253,907,5501,681,1573
sz,000001,2016-01-04 09:32:31,11.9800,1,3594.0000,3.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,1167,707,1862,106,796,250,927,5508,681,1573
sz,000001,2016-01-04 09:32:34,11.9800,2,53870.0000,45.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,1178,707,1861,106,802,245,951,5508,681,1573
sz,000001,2016-01-04 09:32:37,11.9800,8,298302.0000,249.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,813,1191,735,1901,106,950,5508,681,1573,1149
sz,000001,2016-01-04 09:32:43,11.9900,7,945798.0000,789.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,662,1196,740,1901,190,405,5508,681,1573,1149
sz,000001,2016-01-04 09:32:46,11.9800,3,186888.0000,156.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,761,1261,790,1901,190,405,5508,681,1573,1149
sz,000001,2016-01-04 09:32:49,11.9800,4,305640.0000,255.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,706,1423,802,1901,190,255,5508,681,1573,1149
sz,000001,2016-01-04 09:32:52,11.9800,4,262360.0000,219.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,513,1423,821,1901,190,255,5508,681,1573,1149
sz,000001,2016-01-04 09:32:55,11.9800,9,346224.0000,289.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,224,1413,821,1901,200,405,5508,681,1573,1149
sz,000001,2016-01-04 09:32:58,11.9900,4,32356.0000,27.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,327,1412,841,1951,200,906,5508,681,1573,1149
sz,000001,2016-01-04 09:33:00,11.9900,1,7192.0000,6.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,351,1406,841,1951,200,900,5508,681,1573,1149
sz,000001,2016-01-04 09:33:04,11.9800,13,451648.0000,377.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,1406,839,1951,200,913,273,1111,5508,681,1573
sz,000001,2016-01-04 09:33:07,11.9800,6,322260.0000,269.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,1404,859,1951,200,913,22,1111,5508,681,1573
sz,000001,2016-01-04 09:33:10,11.9800,7,71880.0000,60.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,1403,872,1951,210,913,62,1111,5508,681,1573
sz,000001,2016-01-04 09:33:13,11.9900,2,194176.0000,162.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,938,1403,872,1951,210,1011,5508,681,1573,1149
sz,000001,2016-01-04 09:33:16,11.9800,2,10782.0000,9.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1001,1403,879,1941,210,1010,5508,681,1573,1149
sz,000001,2016-01-04 09:33:19,11.9900,10,208626.0000,174.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1030,1403,880,1946,210,837,5508,681,1573,1149
sz,000001,2016-01-04 09:33:22,11.9800,2,71888.0000,60.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1023,1394,882,1946,210,827,5508,681,1573,1149
sz,000001,2016-01-04 09:33:25,11.9900,7,274572.0000,229.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1047,1494,882,1946,210,793,5508,681,1573,1149
sz,000001,2016-01-04 09:33:28,11.9800,1,9584.0000,8.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1349,1513,902,1946,215,797,5508,681,1573,1149
sz,000001,2016-01-04 09:33:31,11.9800,1,9584.0000,8.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1527,1533,889,1946,210,816,5508,681,1573,1149
sz,000001,2016-01-04 09:33:34,11.9900,1,4796.0000,4.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1526,1533,981,1976,202,812,5509,681,1573,1149
sz,000001,2016-01-04 09:33:38,11.9900,3,293704.0000,245.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1476,1533,1001,1976,202,617,5509,681,1573,1119
sz,000001,2016-01-04 09:33:40,11.9900,6,127436.0000,106.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1444,1565,1001,1986,202,552,5509,681,1573,1119
sz,000001,2016-01-04 09:33:43,11.9900,2,55110.0000,46.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1599,1565,1001,1986,202,551,5509,181,1573,1119
sz,000001,2016-01-04 09:33:46,11.9800,4,389350.0000,325.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1347,1568,1001,1994,202,690,5509,181,1573,1119
sz,000001,2016-01-04 09:33:49,11.9800,5,467320.0000,390.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1071,1553,1001,1974,202,591,5509,181,1573,1119
sz,000001,2016-01-04 09:33:52,11.9900,3,33548.0000,28.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1056,1553,1101,1974,202,617,5509,181,1573,1119
sz,000001,2016-01-04 09:33:55,11.9900,10,739782.0000,617.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,538,1086,1553,1081,1954,5509,181,1527,1119,2091
sz,000001,2016-01-04 09:34:01,11.9900,2,83930.0000,70.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,768,1138,1573,1136,1954,5509,181,1527,1119,2091
sz,000001,2016-01-04 09:34:03,12.0000,2,61150.0000,51.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,819,1139,1573,1139,1954,5508,181,1527,1119,2091
sz,000001,2016-01-04 09:34:07,11.9900,1,15586.0000,13.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,822,1371,1573,1139,1960,5508,181,1527,1119,2091
sz,000001,2016-01-04 09:34:10,11.9900,3,97120.0000,81.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1062,1375,1573,1156,1995,5507,181,1527,1119,2091
sz,000001,2016-01-04 09:34:13,12.0000,2,120000.0000,100.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1074,1635,1586,1156,2025,5407,181,1527,1119,2091
sz,000001,2016-01-04 09:34:16,11.9900,1,3598.0000,3.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1600,1635,1586,1166,2025,5522,181,1527,1119,2091
sz,000001,2016-01-04 09:34:22,12.0000,3,67150.0000,56.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1635,1635,1586,1166,2087,5376,181,1527,1122,2091
sz,000001,2016-01-04 09:34:24,11.9900,1,35970.0000,30.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1605,1622,1586,1206,2100,5376,181,1527,1122,2091
sz,000001,2016-01-04 09:34:31,12.0000,5,29998.0000,25.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1758,1622,1696,1206,2100,5412,181,1527,1122,2110
sz,000001,2016-01-04 09:34:34,12.0000,8,510868.0000,426.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1441,1612,1696,1206,2094,5317,181,1527,1122,2110
sz,000001,2016-01-04 09:34:37,12.0000,1,12000.0000,10.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1438,1812,1696,1206,2094,5307,181,1527,1122,2110
sz,000001,2016-01-04 09:34:39,11.9900,1,13056.0000,11.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1582,1812,1696,1206,2094,5307,181,1527,1122,2110
sz,000001,2016-01-04 09:34:43,12.0000,4,52800.0000,44.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1580,1812,1701,1207,2094,5277,181,1527,1122,2110
sz,000001,2016-01-04 09:34:45,11.9900,1,56352.0000,47.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1533,2562,1701,1207,2094,5277,181,1527,1122,2110
sz,000001,2016-01-04 09:34:49,12.0000,2,85200.0000,71.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1543,2562,1503,1210,2094,5207,181,1527,1122,2110
sz,000001,2016-01-04 09:34:52,12.0000,1,2400.0000,2.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1543,2568,1503,1225,2103,5205,181,1527,1122,2110
sz,000001,2016-01-04 09:34:55,11.9900,1,4796.0000,4.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1539,2574,1503,1225,2103,5543,181,1527,1122,2110
sz,000001,2016-01-04 09:34:58,12.0000,3,3715200.0000,3096.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1549,2573,1503,1225,2103,2447,181,1527,1122,2110
sz,000001,2016-01-04 09:35:01,12.0000,3,34800.0000,29.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1549,2603,1503,1235,2191,2526,181,1527,1122,2110
sz,000001,2016-01-04 09:35:04,12.0000,6,279600.0000,233.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1558,2603,1503,1235,2193,2293,181,1527,1122,2110
sz,000001,2016-01-04 09:35:06,12.0000,2,265200.0000,221.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1557,2603,1503,1234,2200,2093,181,1527,1122,2110
sz,000001,2016-01-04 09:35:10,12.0000,1,4800.0000,4.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1557,2603,1498,1234,2200,2089,181,1527,1122,2098
sz,000001,2016-01-04 09:35:13,11.9900,3,27588.0000,23.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1520,2603,1498,1254,2220,2076,181,1527,1122,2098
sz,000001,2016-01-04 09:35:16,12.0000,2,96000.0000,80.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1520,2604,1496,1265,2260,1996,181,1527,1122,2098
sz,000001,2016-01-04 09:35:19,12.0000,16,2395392.0000,1996.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,149,1526,2652,1499,1265,821,1527,1122,2099,5652
sz,000001,2016-01-04 09:35:31,12.0000,7,259200.0000,216.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,430,1568,2581,1490,1283,923,1527,1122,2099,5652
sz,000001,2016-01-04 09:35:40,12.0100,3,25068.0000,21.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,444,1588,2622,1508,1285,933,1527,1122,2099,5652
sz,000001,2016-01-04 09:35:43,12.0000,6,57616.0000,48.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,441,1595,2622,1508,1285,915,1527,1122,2099,5652
sz,000001,2016-01-04 09:35:46,12.0200,14,1262388.0000,1051.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0200,12.0300,12.0400,12.0500,12.0600,461,1633,2622,1508,1285,1391,1122,2106,5666,5
sz,000001,2016-01-04 09:35:49,12.0000,4,24000.0000,20.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,11,512,1629,2622,1498,1391,1122,2106,5666,5
sz,000001,2016-01-04 09:35:54,12.0100,1,3604.0000,3.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,78,520,1634,2612,1498,1391,1122,2106,5666,5
sz,000001,2016-01-04 09:35:58,12.0100,3,24020.0000,20.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,58,573,1634,2612,1498,1391,1122,2106,5666,5
sz,000001,2016-01-04 09:36:01,12.0100,1,24020.0000,20.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,58,573,1634,2613,1498,1391,1122,2106,5666,5
sz,000001,2016-01-04 09:36:04,12.0200,1,1200.0000,1.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,60,605,1634,2613,1498,1390,1122,2106,5677,5
sz,000001,2016-01-04 09:36:07,12.0200,6,60060.0000,50.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,96,975,1624,2613,1508,1381,1122,2106,5677,5
sz,000001,2016-01-04 09:36:10,12.0100,3,115296.0000,96.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,1020,1624,2613,1508,1318,212,1381,1122,2140,5677
sz,000001,2016-01-04 09:36:13,12.0000,4,72040.0000,60.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,1135,1624,2613,1508,1318,272,1381,1122,2140,5677
sz,000001,2016-01-04 09:36:16,12.0100,1,2404.0000,2.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,1125,1624,2613,1508,1477,270,1381,1122,2140,5677
sz,000001,2016-01-04 09:36:19,12.0100,4,132108.0000,110.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,1232,1624,2613,1508,1477,160,1431,1132,2140,5677
sz,000001,2016-01-04 09:36:25,12.0100,6,56428.0000,47.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,947,1624,2613,1509,1489,312,1434,132,2190,5677
sz,000001,2016-01-04 09:36:28,12.0000,33,1186772.0000,989.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1624,2613,1509,1489,2318,70,295,1434,132,2200
sz,000001,2016-01-04 09:36:31,12.0100,11,644244.0000,537.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,518,50,1624,2613,1509,1458,132,2200,5672,5
sz,000001,2016-01-04 09:36:34,12.0100,7,606508.0000,505.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,113,260,1624,2623,1509,1458,129,2200,5672,5
sz,000001,2016-01-04 09:36:39,12.0100,4,26420.0000,22.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,101,318,1654,2623,1509,1458,129,2200,5672,5
sz,000001,2016-01-04 09:36:43,12.0100,3,31096.0000,26.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,95,621,1654,2595,1509,1458,129,2200,5672,5
sz,000001,2016-01-04 09:36:52,12.0200,2,33636.0000,28.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,236,627,1632,2571,1509,1449,199,2190,5672,5
sz,000001,2016-01-04 09:36:55,12.0200,9,110492.0000,92.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,152,1684,1612,2571,1509,1456,199,2190,5672,5
sz,000001,2016-01-04 09:36:58,12.0100,4,111756.0000,93.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,122,2434,1612,2571,1509,1396,526,2190,5661,5
sz,000001,2016-01-04 09:37:00,12.0100,4,108088.0000,90.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,32,2434,1612,2571,1509,1396,526,2190,5661,5
